FIPS,State,County,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
01001,AL,Autauga,77.24615638,17.58259882,2.400542413,0.855765883,0.3976471019,0.04031445273,11.99538216,26.77795899,56580,12.7,0,18.8,0,1,0
01003,AL,Baldwin,83.50478699,9.308424547,4.384824294,0.7351932626,0.628754835,0.04334348339,16.77118481,22.98740844,52387,12.9,0,19.6,0,1,0
01005,AL,Barbour,46.75310485,46.69118986,5.051535128,0.3897002586,0.2185235095,0.0874094038,14.23680664,21.90698183,31433,32,1,45.2,1,0,0
01007,AL,Bibb,75.02072878,21.9245036,1.771765219,0.09600698233,0.2792930395,0.03054767619,12.68164957,22.69692341,40767,22.2,0,29.3,1,1,0
01009,AL,Blount,88.88733819,1.263040368,8.070199923,0.200621053,0.4971913053,0.03140155612,14.72209623,24.60835281,50487,14.7,0,22.2,0,1,0
01011,AL,Bullock,21.9168041,69.97434488,7.119296317,0.1832508704,0.1832508704,0.03665017409,13.45977643,22.26498076,28251,39.6,1,51.2,1,0,0
01013,AL,Butler,54.06024729,43.1899556,0.9118250824,0.8306678761,0.2816632453,0.03341767318,16.6563231,24.13710794,33868,25.8,1,36,1,0,1
01015,AL,Calhoun,73.61350066,20.3901427,3.283237189,0.6999966265,0.4048173262,0.07927672638,14.32884661,22.87723915,42091,20,0,30.7,0,1,0
01017,AL,Chambers,58.14116616,38.59710653,1.566564372,0.4851673243,0.1665935993,0.02045886307,16.6768961,22.51351746,35560,22.4,0,34.4,1,0,1
01019,AL,Cherokee,92.07356959,4.640424795,1.231290161,0.1885413059,0.469429374,0.003847781754,17.89603294,21.41675324,39144,19.4,0,30.2,0,0,0
01021,AL,Chilton,81.10120752,9.557088193,7.836308228,0.2864147744,0.3070366382,0.02520450015,13.56689503,25.11284742,42767,20.2,0,28.1,0,1,0
01023,AL,Choctaw,55.55956418,43.22101162,0.5267335306,0.08658633379,0.1298795007,0,18.17591457,22.66397287,35089,24.4,1,33.5,1,0,1
01025,AL,Clarke,53.97359966,43.66507955,1.049045794,0.2864553091,0.3716176983,0.01548407076,16.15762784,24.73193202,37317,22.2,1,30.9,1,0,0
01027,AL,Clay,80.2899799,14.69997129,2.863910422,0.1650875682,0.3947746196,0,17.57823715,22.5667528,38908,18.4,0,27.3,0,0,0
01029,AL,Cleburne,93.21399947,3.299492386,2.050494256,0.1536200908,0.3339567192,0.006679134384,15.76943628,23.7176062,42136,18.9,0,27.7,0,0,0
01031,AL,Coffee,72.34323697,16.53119244,6.366621286,1.259309682,1.205253464,0.1021061904,14.43501241,24.19316089,46858,16.2,0,23.7,0,0,0
01033,AL,Colbert,79.61710884,15.98809436,2.008157566,0.4115528772,0.4813698831,0.02572205482,17.38627177,22.10994341,41171,18.1,0,26.9,0,1,0
01035,AL,Conecuh,51.13395827,46.28061687,1.21711521,0.1285152706,0.3326277593,0,17.8560629,22.99667372,29981,28.3,1,41,1,0,0
01037,AL,Coosa,65.89825808,30.81722853,1.993240315,0.1213276714,0.3466504896,0,17.07253661,20.53904151,36078,20.3,0,32.2,0,0,0
01039,AL,Covington,84.07520191,12.40566662,1.278962002,0.3918972594,0.5189990732,0.002647954455,18.37415596,22.56851582,36355,22.3,0,34.1,1,0,0
01041,AL,Crenshaw,72.05522796,23.30648641,1.466992665,1.359125557,0.4027038688,0.007191140515,15.89242054,23.78829282,36759,19.9,0,29.6,1,0,0
01043,AL,Cullman,92.73934781,1.021068079,4.295699326,0.4216103276,0.4937442479,0.02238638908,15.93164689,23.18359326,39290,19.4,0,24.7,0,0,0
01045,AL,Dale,71.05331237,18.99663688,5.61381863,1.048735349,0.6706334202,0.08358042626,13.4504786,24.82935663,45294,18.5,0,29,0,0,0
01047,AL,Dallas,28.9274304,69.17845733,0.7051574623,0.3286170698,0.1780009128,0.01369237791,14.0689183,26.46052031,29682,34.6,1,50.1,1,0,1
01049,AL,DeKalb,81.56070258,1.44707421,13.62696705,0.2334444304,1.216442363,0.04922021123,13.88713102,25.82795427,37305,20.6,0,28.9,0,0,0
01051,AL,Elmore,74.96437714,19.94123804,2.684639925,0.6481469806,0.3392053264,0.06304931718,11.89866714,23.58927153,53548,14,0,19.9,0,1,0
01053,AL,Escambia,61.34815627,31.73882408,1.873744096,0.224431744,3.324721418,0.03131605731,15.16741042,22.64933845,36840,24.4,1,32,1,0,0
01055,AL,Etowah,79.27702767,15.04931533,3.300775639,0.6291295605,0.3562194772,0.02872737719,15.80771809,22.96849564,42145,19,0,30.7,0,1,0
01057,AL,Fayette,86.0274926,11.35664985,1.183226031,0.2146047213,0.2726059973,0,17.88759353,22.25508961,37085,20.4,0,29.4,0,0,0
01059,AL,Franklin,79.63979309,3.819707292,14.85616957,0.1608629826,0.3816553116,0.006308352258,15.21889982,24.81390361,38535,21.1,0,32.4,0,0,0
01061,AL,Geneva,84.70324748,9.417693169,3.434117208,0.2388951101,0.7353490108,0.02986188876,17.44680851,22.36282195,36289,22.4,0,34.8,1,1,0
01063,AL,Greene,17.26920951,81.24930901,0.7628524046,0.1658374793,0.1216141515,0,16.07517966,24.2564953,25398,37.7,1,54.7,1,0,1
01065,AL,Hale,39.42258883,58.78807107,0.8883248731,0.2220812183,0.1459390863,0.006345177665,15.03807107,24.84137056,35470,28.5,1,38.6,1,1,0
01067,AL,Henry,67.80141024,28.40712056,2.248294995,0.2600855392,0.3121026471,0.0115593573,17.59334181,22.64478095,42501,17,0,27.5,1,1,0
01069,AL,Houston,68.66869528,25.64132865,2.949373197,0.7937211341,0.3870129103,0.04234492403,14.45143628,24.54626922,43568,18.3,0,29.5,1,1,0
01071,AL,Jackson,90.06143499,3.327258722,2.515640558,0.3099930486,1.27754711,0.05448362673,16.48223646,22.51676781,40201,18.4,0,26.9,0,0,0
01073,AL,Jefferson,51.66751207,41.84134033,3.870814894,1.37972196,0.2173232938,0.023387692,13.12793675,23.46787837,48415,18,0,26.2,1,1,0
01075,AL,Lamar,86.11645152,11.22631145,1.235924197,0.02746498215,0.1647898929,0.006866245537,18.75858281,22.15737435,36520,24.7,0,33.8,0,0,0
01077,AL,Lauderdale,85.4588012,9.912737706,2.24573666,0.728084652,0.348401989,0.02480881036,16.77614903,21.55346299,43008,17.3,0,23.9,0,1,0
01079,AL,Lawrence,76.93875768,11.40685518,1.67156877,0.1193977693,5.614607298,0.01456070357,14.55779143,23.19228865,41771,18.7,0,26.4,0,1,0
01081,AL,Lee,69.80541473,22.58444031,3.259249752,2.577595243,0.2830720087,0.04705983016,9.06686061,22.52525901,46442,21,0,20.7,0,1,0
01083,AL,Limestone,78.65478002,12.50271798,5.545891619,1.100480781,0.5882921408,0.03140779396,12.30581527,23.98951463,55060,14.3,0,18.8,0,1,0
01085,AL,Lowndes,25.14381804,73.30737233,0.7699796442,0.1239047703,0.2212585185,0,14.64731392,24.1791309,31117,35.2,1,46.7,1,1,0
01087,AL,Macon,15.22934924,82.18814097,1.081484244,0.3542793213,0.1305239605,0.009323140034,14.12921872,20.60413947,29522,32.2,1,46.1,1,0,1
01089,AL,Madison,66.14030005,23.74981706,4.600804633,2.439286642,0.6974083886,0.09587498619,12.2077829,23.74175281,59117,13.3,0,19.1,0,1,0
01091,AL,Marengo,45.68887621,51.54325391,1.674038141,0.2520568793,0.1474294954,0.04280211157,16.28382556,24.6873068,35389,23.3,1,34.8,1,0,1
01093,AL,Marion,92.63387055,3.827657915,2.053548219,0.1722121133,0.3054328048,0.0227449961,18.34221471,21.65648557,34977,19.8,0,30.4,0,0,0
01095,AL,Marshall,83.91833926,1.493243316,12.08140272,0.5106483622,0.6127780346,0.06772809856,14.90233178,25.00456896,40599,20.1,0,32.7,0,0,0
01097,AL,Mobile,59.05780257,34.44909344,2.405857741,1.817710755,0.8574015962,0.03801526422,12.91090384,25.0806311,42530,18.4,0,26.9,1,1,0
01099,AL,Monroe,54.71215537,41.53372637,0.9537020981,0.290445639,1.109762441,0.01734003815,15.6840645,25.32079071,35163,28.6,1,35.7,1,0,0
01101,AL,Montgomery,38.41029285,54.46737268,3.624821789,2.089264615,0.2267148581,0.03662316939,11.95528485,24.48825661,42666,22.8,0,33.8,1,1,0
01103,AL,Morgan,77.48347142,11.76583815,7.662565905,0.5565319274,0.776634028,0.05774541803,14.11917315,23.95514269,47234,16.4,0,24,0,1,0
01105,AL,Perry,29.66669814,68.39769616,1.07638561,0.2832593712,0.1605136437,0.04720989519,16.70286092,24.10537249,26218,40,1,54.4,1,0,1
01107,AL,Pickens,55.84422161,41.37040413,1.585131166,0.1620581384,0.1418008711,0.005064316824,16.89456092,23.30092171,33160,24.3,1,35.3,1,1,0
01109,AL,Pike,57.40903979,36.44487674,2.218912429,1.960545913,0.5623271224,0.0182376364,12.79978115,20.31064774,34442,25.9,1,36,1,0,0
01111,AL,Randolph,75.41570288,20.09339676,2.832453193,0.2356740715,0.3666041112,0.02182167329,16.96853315,23.88600358,37333,18.7,0,31.7,1,0,0
01113,AL,Russell,52.11060117,41.41122254,3.675373487,0.4211758929,0.3569607343,0.211532287,12.69193722,25.49530663,36124,23,0,36.3,1,1,0
01115,AL,St. Clair,87.26448387,8.491141603,2.052803464,0.6124914766,0.3014606486,0.04904716902,13.05013578,23.7172969,53558,12.4,0,17.5,0,1,0
01117,AL,Shelby,80.15531691,10.56257529,5.929210344,1.896096573,0.2347694595,0.03178101853,10.57333983,25.61037496,70879,8.5,0,10.2,0,1,0
01119,AL,Sumter,24.00639395,74.71481508,0.6248637652,0.2397733052,0.07992443508,0.007265857735,14.98946451,22.29165153,25931,33.2,1,44.2,1,0,1
01121,AL,Talladega,64.50158584,31.53807828,2.030598729,0.3998007072,0.2794959352,0.007291198308,14.08537993,23.43512656,37911,22.4,0,31.1,1,0,0
01123,AL,Tallapoosa,69.29546328,26.55228758,2.503844675,0.4733756248,0.2859477124,0.004805843906,17.28421761,22.15253749,39051,21.7,0,34.5,0,0,0
01125,AL,Tuscaloosa,65.04346129,29.48843087,3.056160612,1.177975506,0.2337456847,0.03904323525,10.81394871,21.46658721,47868,20,0,25.1,0,1,0
01127,AL,Walker,90.39732629,5.796517613,1.950076839,0.2834847739,0.3476418543,0.03879265327,16.25412172,22.54002357,37305,20.6,0,31.1,0,1,0
01129,AL,Washington,65.15556567,24.79949946,0.8588817473,0.1023832546,7.929014277,0.05119162732,14.73181275,25.50480633,42658,22.4,0,31.5,1,0,0
01131,AL,Wilcox,26.64952871,72.15081405,0.616966581,0.03427592117,0.1199657241,0.008568980291,15.01285347,26.99228792,23014,33.2,1,49.2,1,0,1
01133,AL,Winston,94.90687796,0.4696944944,2.609867669,0.2409736971,0.5677176932,0.03267439961,17.69727169,21.64270544,36497,18.9,0,29.3,0,0,0
02013,AK,Aleutians East,13.5307227,6.749442853,12.25724292,35.43457498,27.6663483,0.6049028972,4.934734161,11.81152499,57015,17.4,0,15.5,0,0,0
02016,AK,Aleutians West,31.37924834,5.718395972,13.0552059,28.3222442,15.12317928,1.834202482,3.470598813,14.65563748,80695,8.5,0,8.5,0,0,0
02020,AK,Anchorage,62.64486372,5.245591551,7.559641704,7.952684134,7.554844325,1.979261615,7.243700013,25.96958462,77791,8.7,0,12.4,0,1,0
02050,AK,Bethel,10.89754893,0.3820607771,1.063892318,0.9287015811,82.61917357,0.105801446,6.118850291,36.54852172,44849,24.2,0,31.5,1,0,0
02060,AK,Bristol Bay,47.74322969,0,2.407221665,0.8024072217,33.09929789,0.3009027081,8.324974925,22.56770311,66373,9,0,8.6,0,0,1
02068,AK,Denali,88.38992333,0.547645126,2.300109529,1.040525739,3.504928806,0.0547645126,7.502738226,22.50821468,73000,6.6,0,10.2,0,0,0
02070,AK,Dillingham,17.63977718,0.2269445018,2.083763152,0.6602021869,70.78605323,0.12378791,7.571693831,32.90695275,50753,20,0,30.4,1,0,0
02090,AK,Fairbanks North Star,74.05027618,4.256976256,5.79108638,2.574271631,6.834322255,0.3842961232,6.533034095,25.62076634,70881,8.1,0,10.1,0,1,0
02100,AK,Haines,82.2169059,0.3588516746,1.87400319,0.5183413078,9.051036683,0,13.75598086,19.89633174,57876,10.9,0,20.2,0,0,0
02105,AK,Hoonah-Angoon,46.18604651,0.3720930233,3.581395349,0.5581395349,39.53488372,0.04651162791,13.39534884,19.72093023,53726,16.2,0,29.2,0,0,1
02110,AK,Juneau,67.35411671,0.82813749,5.07753797,6.007993605,11.29976019,0.6810551559,8.425259792,23.45643485,82892,8,0,10.1,0,0,0
02122,AK,Kenai Peninsula,82.81407942,0.4476534296,2.962093863,1.108303249,7.166064982,0.2003610108,11.32851986,23.66606498,62025,11.4,0,14,0,0,0
02130,AK,Ketchikan Gateway,66.17199674,0.5639237219,3.991986347,6.945165838,13.58610967,0.1780811753,10.14320695,23.94449803,65314,10.3,0,14.4,0,0,0
02150,AK,Kodiak Island,52.50882872,0.6253678634,7.327839906,19.27604473,12.94143614,0.6327251324,6.731901118,28.64920541,67515,7.5,0,9.3,0,0,0
02164,AK,Lake and Peninsula,22.19497241,0.5518087063,2.636419375,0.3678724709,64.00980993,0.3065603924,7.786633967,30.16554261,42120,19.3,0,31.4,1,0,0
02170,AK,Matanuska-Susitna,82.78667341,0.9180291028,3.709197146,1.20793303,5.320523625,0.2404629474,7.943142873,28.89937637,76601,9.8,0,11.8,0,1,0
02180,AK,Nome,15.91866835,0.2844500632,1.211546566,0.9270965023,75.5899705,0.09481668774,6.352718078,34.33417615,52952,21.4,0,27.6,0,0,0
02185,AK,North Slope,32.43902439,0.9650053022,2.640509014,4.390243902,53.51007423,1.092258749,4.262990456,23.87062566,70834,12.6,0,17.6,0,0,0
02188,AK,Northwest Arctic,11.03283265,0.4652399309,0.7709690283,0.5582879171,81.11125881,0.1595108334,6.048119101,35.2917719,53774,26.3,0,34.9,0,0,0
02195,AK,Petersburg,69.43643512,0.3931847969,3.407601573,2.5163827,15.80602883,0.1572739187,11.48099607,23.35517693,63098,7.9,0,10.3,0,0,0
02198,AK,Prince of Wales-Hyder,49.5772621,0.3058103976,2.284583558,0.3777657852,38.94585357,0.3777657852,10.05576543,25.61611801,45305,15.6,0,23.8,0,0,0
02220,AK,Sitka,63.51762189,0.4841797095,4.920617048,5.731336561,16.23691026,0.3265398041,11.35007319,23.53338588,68472,9.2,0,10.4,0,0,0
02230,AK,Skagway,90.08264463,0,2.169421488,0.5165289256,3.512396694,0.1033057851,9.090909091,15.70247934,65878,3.7,0,6.3,0,0,1
02240,AK,Southeast Fairbanks,78.74519846,1.01010101,3.329065301,0.9105135866,11.33873951,0.1564945227,9.446578461,26.30530659,60203,13.5,0,21.4,0,0,0
02261,AK,Valdez-Cordova,72.11498547,0.4669987547,3.621834786,3.632212536,13.17974263,0.5603985056,8.281444583,24.36695724,70101,9.5,0,12.2,0,0,0
02270,AK,Wade Hampton,2.667917951,0.01340662287,0.0938463601,0.2279125888,94.94570318,0,5.41627564,41.57393753,,,1,,1,0,
02275,AK,Wrangell,71.71802448,0.168847615,1.561840439,1.35078092,16.08273533,0.04221190376,15.78725201,21.95018995,54500,12,0,16,0,0,0
02282,AK,Yakutat,40.48338369,0.3021148036,2.567975831,4.078549849,35.49848943,1.812688822,9.667673716,24.47129909,53795,15.4,0,26.1,0,0,0
02290,AK,Yukon-Koyukuk,21.79670723,0.161059413,1.181102362,0.2505368647,70.99141016,0.107372942,10.182534,27.773801,37755,23.4,1,34.4,1,0,1
04001,AZ,Apache,20.36969714,0.2195251545,5.750999748,0.2586761375,71.81408876,0.0335579854,11.56072597,31.68433122,31072,38,1,44.7,1,0,0
04003,AZ,Cochise,58.47532471,3.758013187,32.3900233,1.834848416,0.7529730635,0.2885508504,17.27346094,23.03077368,43451,16.9,0,25.7,0,1,0
04005,AZ,Coconino,55.22277025,1.112177413,13.51425744,1.329405376,26.49139643,0.1026625304,8.870637772,23.6480907,51955,19.5,0,20.7,1,1,0
04007,AZ,Gila,65.8581637,0.3638263336,17.88906095,0.4776386738,14.20788477,0.06343638636,23.22891207,21.40231729,41346,21.3,0,36.6,0,0,0
04009,AZ,Graham,52.34551316,1.700698549,30.41375605,0.5185384202,13.63245567,0.1316496507,11.44814616,28.41214401,44169,22.9,0,26.9,1,0,0
04011,AZ,Greenlee,48.05025483,0.9363517838,47.88431907,0.5215123859,1.6830627,0.05926277113,12.04219509,29.19284106,58854,10.1,0,11.3,0,0,0
04012,AZ,La Paz,62.7361023,0.5612767827,23.45648885,0.4392600908,10.74234955,0.02440333838,32.61750207,17.95109571,34835,22.2,0,36.9,1,0,0
04013,AZ,Maricopa,58.68447312,4.649844372,29.57051094,3.361201661,1.552270994,0.1761276901,12.12016818,26.40372302,56017,16.3,0,23,0,1,0
04015,AZ,Mohave,79.61495809,0.856703266,14.77076319,1.007063431,1.894737894,0.1578531965,23.30732419,20.6133296,40360,17.4,0,29.8,0,1,0
04017,AZ,Navajo,43.91013411,0.7836275815,10.76882986,0.5044253553,42.39313535,0.06328583793,13.25372968,29.75644259,37658,28.1,1,36.7,1,0,0
04019,AZ,Pima,55.26068004,3.170067625,34.56235724,2.508714498,2.403232602,0.1362899548,15.43391926,22.98526008,47107,18.7,0,27.7,0,1,0
04021,AZ,Pinal,58.67578572,4.259786572,28.46874418,1.627059105,4.633153259,0.3962530271,13.85714666,26.53218724,50888,15.8,0,21.6,0,1,0
04023,AZ,Santa Cruz,15.9510755,0.1876845213,82.81948545,0.4955714888,0.2425137073,0.01476170392,13.1252636,30.70434416,34893,24.4,0,36.7,1,0,0
04025,AZ,Yavapai,81.96253666,0.5231409306,13.61303682,0.8069827942,1.326332848,0.08624243602,24.05642719,19.08184976,47220,15.1,0,23.4,0,1,0
04027,AZ,Yuma,35.26010084,1.61889339,59.72485453,1.042651123,0.9997394649,0.104214027,15.65560329,28.19142686,40426,21.1,0,30.8,1,1,0
05001,AR,Arkansas,71.03948683,24.36510858,2.697302697,0.4837267995,0.1629948998,0.01051579999,16.37835848,23.26620748,41179,20.7,0,30.5,1,0,1
05003,AR,Ashley,68.18743422,25.71271679,4.891776873,0.18304123,0.2425296298,0.009152061502,16.21745298,24.3902439,39871,19.6,0,31.2,1,0,1
05005,AR,Baxter,95.96271048,0.1421241539,1.657312167,0.3926480861,0.5227278202,0.03854214342,28.08517814,18.08108303,36902,16.4,0,28.5,0,0,0
05007,AR,Benton,76.62680323,1.195903117,15.48891068,2.821463908,1.554177077,0.2864384496,12.19215773,27.94265809,60294,10.8,0,15.3,0,1,0
05009,AR,Boone,95.21990082,0.1734276346,1.826409777,0.414600439,0.6693222773,0.05690594261,18.08254071,23.2636913,40909,16.5,0,25.1,0,0,0
05011,AR,Bradley,58.01181787,27.5199861,13.17344456,0.2172401807,0.1303441084,0.00868960723,17.73548836,23.29683698,37331,28,1,40.2,1,0,0
05013,AR,Calhoun,73.37928465,22.16840537,2.831594635,0.2049180328,0.1862891207,0,17.19448584,20.5290611,40526,16.7,0,23.1,0,0,1
05015,AR,Carroll,84.02681629,0.2696203454,12.71223493,0.582962909,0.8161480726,0.0582962909,18.69489179,22.52787291,37587,16.6,0,27.7,1,0,0
05017,AR,Chicot,40.34745763,53.78813559,4.593220339,0.4491525424,0.1949152542,0.02542372881,18.21186441,23.08474576,29968,31.4,1,43.2,1,0,1
05019,AR,Clark,70.3500761,23.33550772,4.026962383,0.5218525766,0.3652968037,0.02174385736,14.82931072,19.48249619,37856,22.5,0,28.2,1,0,0
05021,AR,Clay,96.8538208,0.3481937449,1.349250762,0.111919418,0.2487098178,0.006217745446,20.02114033,22.32170615,35324,20.8,0,27.9,1,0,1
05023,AR,Cleburne,95.8567578,0.2579899884,1.990758568,0.196380439,0.4851752022,0.0269541779,23.55795148,19.8767809,43913,15.6,0,24.7,0,0,0
05025,AR,Cleveland,85.09609852,12.11877086,1.668776614,0.1150880424,0.2647024974,0.01150880424,16.2964668,24.75543791,44123,18.1,0,25.9,0,1,0
05027,AR,Columbia,59.24160964,36.68132942,2.170902574,0.6964809384,0.2525252525,0.01221896383,15.99869664,22.78429456,38057,23.8,1,32.8,1,0,1
05029,AR,Conway,82.41902882,11.16908758,3.558501387,0.357260377,0.6910167818,0.01880317774,16.88525361,24.18558736,43702,17.8,0,29.1,0,0,0
05031,AR,Craighead,79.59105378,13.02738405,4.434743838,1.107389857,0.2934375745,0.02384828344,12.17299337,25.03136568,42460,17.3,0,24.3,0,1,0
05033,AR,Crawford,86.79860528,1.123522955,6.069606767,1.410860722,2.148576225,0.03067088526,13.29017886,26.39310389,46545,14.4,0,22.5,0,1,0
05035,AR,Crittenden,45.2398727,50.98620879,1.99206318,0.5913323642,0.2357471219,0.0117873561,10.75989156,29.0931594,37371,25.9,1,37.3,1,1,0
05037,AR,Cross,74.66703973,22.19362059,1.48852826,0.4644655848,0.2574146614,0.0167879127,15.43928372,25.14829323,39132,21.5,0,31.8,1,0,0
05039,AR,Dallas,54.12764909,41.84327255,2.316412026,0.1232134056,0.394282898,0.01232134056,18.16165599,23.57072449,33352,21.3,0,35.9,0,0,1
05041,AR,Desha,46.76353014,47.47847478,4.443419434,0.3305658057,0.2613776138,0.01537515375,15.14452645,25.96094711,30987,30.9,1,45.7,1,0,1
05043,AR,Drew,68.00475444,27.76487114,2.45286077,0.4916527095,0.2269166352,0.01620833108,14.77659517,23.56151062,39339,21.2,0,29.3,0,0,0
05045,AR,Faulkner,82.41652463,10.15127564,3.916564374,1.118009131,0.5404593905,0.03709035033,9.99496631,24.49905949,51157,14.8,0,17,0,1,0
05047,AR,Franklin,93.77655172,0.684137931,2.046896552,0.8937931034,1.009655172,0.1324137931,16.59034483,24.44689655,41933,18.2,0,26.9,0,0,0
05049,AR,Fulton,96.40669661,0.3184973459,0.7921600653,0.2286647611,0.6451612903,0.008166598612,22.39281339,21.21682319,34717,19.4,0,34.2,1,0,0
05051,AR,Garland,83.95921853,7.864700492,4.813379988,0.7175289511,0.5540281596,0.0416562526,20.93018412,20.92497709,37723,19.3,0,28.2,0,1,0
05053,AR,Grant,94.10743292,2.156500308,2.195709405,0.2632610766,0.4200974626,0.005601299501,14.51296701,24.16960735,47652,13.2,0,18.8,0,1,0
05055,AR,Greene,95.42884296,0.5511998099,2.140650986,0.2542171537,0.4609170824,0.01663102875,14.33594678,25.16037063,43996,17.1,0,24.9,0,0,0
05057,AR,Hempstead,56.48193197,29.29364412,11.99964616,0.3626874254,0.3405723384,0.0751912955,15.02056703,25.99849617,34560,24.1,0,34.1,1,0,0
05059,AR,Hot Spring,84.14482277,10.76451113,2.791361662,0.2824772955,0.44345898,0.03644868329,15.68508338,23.34538165,39851,20.8,0,28.1,0,0,0
05061,AR,Howard,67.38704765,20.40031909,9.78316049,0.6091812314,0.6817028066,0.06526941765,15.25853942,26.27456668,33199,18.7,0,30.7,0,0,0
05063,AR,Independence,89.81362731,1.934674052,5.836766993,0.7531312249,0.3874805578,0.05184599012,15.63565913,23.99104974,38241,18,0,26.8,0,0,0
05065,AR,Izard,94.96203271,1.277745327,1.518691589,0.2847546729,0.7447429907,0.01460280374,23.57622664,19.16617991,35355,19.8,0,31.4,1,0,0
05067,AR,Jackson,78.7909096,16.60276713,2.422625993,0.2944935267,0.4778574207,0.08890370617,15.86931155,20.74790243,32571,27.5,0,39.7,1,0,1
05069,AR,Jefferson,41.38955253,54.86537096,1.574223542,0.7683863886,0.2595725447,0.01162265126,13.2433654,23.79802415,36990,26.5,1,37.8,1,1,1
05071,AR,Johnson,83.5082224,1.315583399,12.11433046,0.6851996868,0.8183241973,0.06656225529,14.678935,24.7807361,35877,21.8,0,29.1,0,0,0
05073,AR,Lafayette,59.94767822,37.10922171,1.71353826,0.3400915631,0.1438848921,0,19.39829954,23.23086985,33864,22.7,1,36.3,1,0,1
05075,AR,Lawrence,96.74418605,0.7694516222,0.907263853,0.1263278783,0.3502727534,0.02296870514,18.14527706,22.92276773,34808,23.7,0,33.5,1,0,0
05077,AR,Lee,41.44282425,55.06523408,1.611665388,0.3933231005,0.3837298542,0.01918649271,15.41634689,20.72141213,28481,35.9,1,48.7,1,0,1
05079,AR,Lincoln,65.77048252,29.79340597,3.19796236,0.1415027593,0.2476298288,0.007075137965,12.43809254,19.40710344,40216,25.1,0,27.4,1,1,0
05081,AR,Little River,74.64125731,19.04183433,2.710500342,0.2961050793,1.412193455,0.01518487586,17.10576266,23.81747779,39265,19.9,0,28.2,0,1,1
05083,AR,Logan,92.1934416,1.274996645,2.281572943,1.61499575,1.019997316,0.01789468975,17.18784951,24.56493536,37924,20.5,0,30.5,0,0,0
05085,AR,Lonoke,87.93375856,5.938030312,3.285739365,0.7695008485,0.4813037627,0.03218444613,11.15483644,27.54842296,56240,11.9,0,16.7,0,1,0
05087,AR,Madison,91.94502768,0.1717885093,4.829165871,0.5153655278,1.087993892,0.06998791118,15.60094166,24.18400458,41007,18.8,0,29.1,1,1,0
05089,AR,Marion,95.85660241,0.1681378731,1.723413199,0.2221821894,0.5944874797,0.02401969615,23.80351889,17.9126884,34946,18.8,0,34.7,0,0,0
05091,AR,Miller,70.61571028,24.36381207,2.388293222,0.4509686623,0.6442409461,0.03911462887,13.76374764,24.27177764,39005,22.3,0,31.5,1,1,0
05093,AR,Mississippi,60.46901893,33.90920826,3.646729776,0.4926850258,0.2581755594,0.002151462995,12.23106713,28.19277108,34888,26.3,1,37.6,1,0,1
05095,AR,Monroe,55.82280034,40.66756657,1.619830654,0.4417719966,0.3558718861,0,18.91029574,22.5794576,30801,30.9,1,46.7,1,0,1
05097,AR,Montgomery,92.82175609,0.1791925793,3.805207126,0.516496258,0.790555497,0.02108147992,22.40961315,21.06039844,37813,21.8,0,34.8,1,0,0
05099,AR,Nevada,65.14393687,30.65466267,2.445259531,0.2556407691,0.3112148494,0.01111481605,17.65032789,23.685673,35914,24,1,35.6,1,0,1
05101,AR,Newton,94.76590636,0.0600240096,1.692677071,0.2641056423,1.008403361,0.01200480192,20.42016807,20.84033613,33679,24.2,1,37.1,1,0,0
05103,AR,Ouachita,56.30168453,39.94640123,1.56202144,0.3637059724,0.3062787136,0.01531393568,17.04058193,23.52603369,37987,22.8,0,35.1,1,0,1
05105,AR,Perry,93.62374342,1.876495931,2.364767831,0.1627573001,0.5648635711,0.01914791766,16.72570608,22.99664911,43020,16.8,0,25.9,0,1,0
05107,AR,Phillips,34.63253206,62.74762146,1.319115687,0.294158202,0.1792526543,0.004596221906,14.95610608,28.09670451,28224,37.3,1,56.4,1,0,1
05109,AR,Pike,88.23841998,2.896111948,6.438756532,0.4871136303,0.557966522,0.00885661146,17.37667169,24.68337614,36266,18.5,0,30.2,0,0,0
05111,AR,Poinsett,89.00866452,7.175690518,2.20884351,0.1830533295,0.227799699,0.01627140707,15.86462189,24.24032868,32756,23.9,1,36.6,1,1,0
05113,AR,Polk,89.77349724,0.2613493369,5.759365018,0.4259026232,1.684251283,0.02419901268,19.48020521,23.81666828,34723,24.4,0,32.4,1,0,0
05115,AR,Pope,86.90449202,2.830585873,6.749360365,0.9667389967,0.6428733361,0.02914790945,13.13761052,23.06085436,41074,20.8,0,24.6,0,0,0
05117,AR,Prairie,85.71428571,12.17441193,0.9294320138,0.05737234653,0.298336202,0,19.7016638,21.54905336,39518,19.6,0,28.5,0,0,0
05119,AR,Pulaski,55.30975995,34.81193893,5.791800349,1.939918693,0.3310272033,0.04049661919,11.9943148,24.08503767,46473,19.4,0,27.7,0,1,0
05121,AR,Randolph,95.86510101,0.7123379153,1.57493461,0.155823919,0.4952974567,0.02226055985,18.70443542,23.21219879,34730,17.6,0,27.4,0,0,0
